schedule|googlelink|marketname|products|address|id
07/05/2013 to 11/22/2013 Fri: 8:00 AM-3:00 PM;<br> <br> <br> |http://maps.google.com/?q=40.7499046%2C%20-73.8626778%20(%22Corona+Greenmarket%22)|Corona Greenmarket|Cheese and/or dairy products; Fresh fruit and vegetables|Roosevelt Ave & 103rd St, Queens, New York, 11368|1000088
06/04/2013 to 11/26/2013 Tue: 8:00 AM-4:00 PM;<br> <br> <br> |http://maps.google.com/?q=40.7459010%2C%20-73.8845641%20(%22Elmhurst+Hopsital+Greenmarket%22)|Elmhurst Hopsital Greenmarket|Baked goods; Cheese and/or dairy products; Fresh fruit and vegetables; Honey; Poultry|41st Ave - 80 & 81 Sts, Queens, New York, 11373|1000089
06/01/2013 to 11/23/2013 Sat: 8:00 AM-4:00 PM;<br> <br> <br> |http://maps.google.com/?q=40.7675924%2C%20-73.9359467%20(%22Socrates+Sculpture+Park+Greenmarket%22)|Socrates Sculpture Park Greenmarket|Fresh fruit and vegetables; Honey|Vernon Blvd & Broadway, Queens, New York, 11106|1000090
05/04/2013 to 05/23/2013 Sat: 8:00 AM-2:00 PM;<br> <br> <br> |http://maps.google.com/?q=40.6415918%2C%20-74.0779055%20(%22St.+George+Greenmarket%22)|St. George Greenmarket|Baked goods; Fresh fruit and vegetables; Meat; Poultry|St Marks & Hyatt St, Staten Island, New York, 10301|1000093
06/15/2013 to 11/23/2013 Sat: 8:00 AM-3:00 PM;<br> <br> <br> |http://maps.google.com/?q=40.603429%2C%20-74.162908%20(%22Staten+Island+Mall+Greenmarket%22)|Staten Island Mall Greenmarket|Baked goods; Fresh fruit and vegetables; Honey|Richmond Ave Entrance (Parking Lot), Staten Island, New York, 10314|1000094
06/04/2013 to 11/26/2013 Tue: 8:00 AM-4:00 PM;<br> <br> <br> |http://maps.google.com/?q=40.826979%2C%20-73.922603%20(%22Bronx+Borough+Hall+Greenmarket%22)|Bronx Borough Hall Greenmarket|Baked goods; Fresh fruit and vegetables; Honey|Grand Concourse & 161 St, Bronx, New York, 10452|1000095
06/28/2013 to 11/22/2013 Tue: 8:00 AM-3:00 PM;Fri: 8:00 AM-3:00 PM;<br> <br> <br> |http://maps.google.com/?q=40.8173880%2C%20-73.9227384%20(%22Lincoln+Hospital+Greenmarket%22)|Lincoln Hospital Greenmarket|Baked goods; Fresh fruit and vegetables|149 St & Morris, Bronx, New York, 10451|1000096
06/14/2013 to 11/22/2013 Fri: 8:00 AM-4:00 PM;<br> <br> <br> |http://maps.google.com/?q=40.8330521%2C%20-73.8626362%20(%22Parkchester%2fVirginia+Pk+Greenmarket%22)|Parkchester/Virginia Pk Greenmarket|Baked goods; Fresh fruit and vegetables; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Plants in containers|Westchester Ave & White Plains Rd, Bronx, New York, 10472|1000097
07/02/2013 to 11/19/2013 Tue: 8:00 AM-3:00 PM;<br> <br> <br> |http://maps.google.com/?q=40.8642600%2C%20-73.8958435%20(%22Poe+Park+Greenmarket%22)|Poe Park Greenmarket|Baked goods; Fresh fruit and vegetables; Honey|Grand Concourse & 192 St, Bronx, New York, 10468|1000098
01/01/2013 to 12/31/2013 Sat: 8:00 AM-3:00 PM;<br> <br> <br> |http://maps.google.com/?q=40.720494%2C%20-73.952708%20(%22Greenpoint+-+McCarren+Park+Greenmarket%22)|Greenpoint - McCarren Park Greenmarket|Baked goods; Cheese and/or dairy products; Cut flowers; Fish and/or seafood; Fresh fruit and vegetables; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Meat; Plants in containers; Poultry; Wine, beer, hard cider|Union - Driggs N12th St, Brooklyn, New York, 11222|1000099
01/01/2013 to 12/31/2013 Tue: 8:00 AM-6:00 PM;Thu: 8:00 AM-6:00 PM;Sat: 8:00 AM-6:00 PM;<br> <br> <br> |http://maps.google.com/?q=40.6937227%2C%20-73.9903552%20(%22Brooklyn+Borough+Hall+Greenmarket%22)|Brooklyn Borough Hall Greenmarket|Baked goods; Cheese and/or dairy products; Cut flowers; Fish and/or seafood; Fresh fruit and vegetables; Honey; Maple syrup and/or maple products; Plants in containers; Poultry; Wine, beer, hard cider|Court & Montague, Brooklyn, New York, 11201|1000100
07/11/2013 to 11/21/2013 Thu: 8:00 AM-3:00 PM;<br> <br> <br> |http://maps.google.com/?q=40.6331370%2C%20-73.9904970%20(%22Boro+Park+Greenmarket%22)|Boro Park Greenmarket|Fresh fruit and vegetables|14th Ave - 49 & 50 Sts, Brooklyn, New York, 11219|1000101
 Sun: 8:00 AM-4:00 PM;<br> <br> <br> |http://maps.google.com/?q=40.6408302%2C%20-73.9652999%20(%22Cortelyou+Greenmarket%22)|Cortelyou Greenmarket|Baked goods; Cheese and/or dairy products; Eggs; Fish and/or seafood; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Poultry; Soap and/or body care products; Wine, beer, hard cider|Cortelyou & Rugby Rds, Brooklyn, New York, 11226|1000103
01/01/2013 to 12/31/2013 Sat: 8:00 AM-4:00 PM;<br> <br> <br> |http://maps.google.com/?q=40.672631%2C%20-73.970368%20(%22Grand+Army+Plaza+Greenmarket%22)|Grand Army Plaza Greenmarket|Baked goods; Cheese and/or dairy products; Cut flowers; Eggs; Fish and/or seafood; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Meat; Plants in containers; Poultry; Trees, shrubs; Wine, beer, hard cider|Flatbush & Propsect Park W, Brooklyn, New York, 11217|1000104
06/29/2013 to 11/16/2013 Sat: 8:00 AM-3:00 PM;<br> <br> <br> |http://maps.google.com/?q=40.6408131%2C%20-74.0183554%20(%22Sunset+Park+Greenmarket%22)|Sunset Park Greenmarket|Fresh fruit and vegetables; Meat; Plants in containers|4th Ave - 59 & 60 Sts, Brooklyn, New York, 11220|1000105
01/01/2013 to 11/21/2013 <br> <br> <br> |http://maps.google.com/?q=40.661173%2C%20-73.979831%20(%22Bartel-Pritchard+Square+Greenmarket%22)|Bartel-Pritchard Square Greenmarket|Baked goods; Cheese and/or dairy products; Fish and/or seafood; Fresh fruit and vegetables|Prospect Pk W & 15 St, Brooklyn, New York, 11215|1000106
05/01/2012 to 10/31/2012 <br>11/01/2012 to 04/31/2013 <br> <br> |http://maps.google.com/?q=41.87162%2C%20-91.58502%20(%22Ely+Farmers+Market%22)|Ely Farmers Market||1570 Rowley St., Ely, Iowa, 52227|1000107
11/01/2012 to 03/31/2013 <br> <br> <br> |http://maps.google.com/?q=41.8733833%2C%20-91.5858693%20(%22Ely+Farmers+Market%22)|Ely Farmers Market||1595 Dows St., Ely, Iowa, 52227|1000108
 <br> <br> <br> |http://maps.google.com/?q=43.363%2C%20-91.097%20(%22Market+in+the+Park+-+Ferryville%22)|Market in the Park - Ferryville||Ferryville, Wisconsin, 54628|1000110
07/16/2013 to 10/15/2013 Tue: 5:00 PM-6:30 PM;<br> <br> <br> |http://maps.google.com/?q=42.841176%2C%20-108.745862%20(%22Lander+Valley+Farmer''s+Market%22)|Lander Valley Farmer''''s Market|Baked goods; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Poultry; Soap and/or body care products|1445 Main Street, Lander, Wyoming, 82520|1000111
07/13/2013 to 10/12/2013 Sat: 9:00 AM-11:00 AM;<br> <br> <br> |http://maps.google.com/?q=42.8344887%2C%20-108.7392146%20(%22Lander+Valley+Farmer''s+Market%22)|Lander Valley Farmer''''s Market|Baked goods; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Poultry; Soap and/or body care products| 685 Main Street, Lander, Wyoming, 82520|1000112
05/01/2012 to 12/31/2012 <br>04/01/2012 to 04/31/2012 <br> <br> |http://maps.google.com/?q=33.219446%2C%20-87.591044%20(%22Tuscaloosa++County+Truck+Growers+Association%22)|Tuscaloosa  County Truck Growers Association||4150 5th Street, Northport, Alabama, 35476|1000113
 <br> <br> <br> |http://maps.google.com/?q=41.6387%2C%20-80.1534%20(%22Meadville+Farmers+Market%22)|Meadville Farmers Market||910 Market Street, Meadville, Pennsylvania, 16335|1000114
 <br> <br> <br> |http://maps.google.com/?q=41.7647%2C%20-91.1361%20(%22Cedar+County+Farmers+Market%22)|Cedar County Farmers Market||South of Courthouse on 4th Street, Tipton, Iowa, 52772|1000115
 <br> <br> <br> |http://maps.google.com/?q=36.3367%2C%20-86.7169%20(%22White''s+Creek+Organic+Farmers+Market%22)|White''''s Creek Organic Farmers Market||Loacated at Earhman''s General Store, Whites Creek, Tennessee, 37189|1000116
06/01/2012 to 09/31/2012 <br> <br> <br> |http://maps.google.com/?q=45.349250%2C%20-111.731129%20(%22Madison+Farm+to+Fork+Farmers+Market%22)|Madison Farm to Fork Farmers Market||118 Williams Street, Ennis, Montana, 59729|1000117
05/04/2013 to 10/26/2013 Sat: 8:00 AM-1:00 PM;<br>11/02/2013 to 11/23/2013 Sat: 9:00 AM-1:00 PM;<br>12/07/2013 to 04/26/2014 Sat: 9:00 AM-1:00 PM;<br> |http://maps.google.com/?q=45.53642%2C%20-122.6174%20(%22Hollywood+Farmers+Market%22)|Hollywood Farmers Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fish and/or seafood; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Nuts; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs; Wine, beer, hard cider|NE Hancock between 44th & 45th Avenue, Portland, Oregon, 97213|1000118
01/08/2013 to 12/17/2013 Tue: 10:00 AM-2:00 PM;<br> <br> <br> |http://maps.google.com/?q=45.52967%2C%20-122.6573%20(%22Lloyd+Farmers+Market%22)|Lloyd Farmers Market|Baked goods; Cheese and/or dairy products; Cut flowers; Eggs; Fish and/or seafood; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Nuts; Plants in containers; Prepared foods (for immediate consumption); Soap and/or body care products; Wine, beer, hard cider|800 NE Holladay St, Portland, Oregon, 97232|1000119
 <br> <br> <br> |http://maps.google.com/?q=34.0054%2C%20-81.0357%20(%22Main+Street+Marketplace%22)|Main Street Marketplace||Corner of Hampton Street & Main Street, Columbia, South Carolina, 29201|1000120
07/01/2012 to 09/31/2012 <br> <br> <br> |http://maps.google.com/?q=44.981329%2C%20-93.293452%20(%22Heritage+Commons+Farmers+Market%22)|Heritage Commons Farmers Market||350 Van White Memorial Blvd, Minneapolis, Minnesota, 55405|1000121
07/01/2012 to 10/31/2012 <br> <br> <br> |http://maps.google.com/?q=45.035867%2C%20-93.309374%20(%22Camden+Farmers+Market%22)|Camden Farmers Market||4400 Osseo Rd, Minneapolis, Minnesota, 55412|1000122
07/01/2012 to 09/31/2012 <br> <br> <br> |http://maps.google.com/?q=44.950616%2C%20-93.294718%20(%22St.+Olaf+Community+Campus+Farmers+Market%22)|St. Olaf Community Campus Farmers Market||2901 Emerson Ave S, Minneapolis, Minnesota, 55411|1000123
 <br> <br> <br> |http://maps.google.com/?q=42.9296%2C%20-75.8532%20(%22Winter+Farmers+Market+at+Circa+Restaurant%22)|Winter Farmers Market at Circa Restaurant||76 Albany Street, Cazenovia, New York, 13035|1000125
06/07/2013 to 09/27/2013 Fri: 3:00 PM-7:00 PM;<br> <br> <br> |http://maps.google.com/?q=42.3872170%2C%20-82.9481112%20(%22Eastside+Farmers+Market%22)|Eastside Farmers Market|Baked goods; Crafts and/or woodworking items; Fresh fruit and vegetables; Fresh and/or dried herbs; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Plants in containers; Prepared foods (for immediate consumption)|14820 Mack Avenue, Detroit, Michigan, 48215|1000127
06/11/2013 to 10/18/2013 Tue: 12:00 PM-2:00 PM;Fri: 12:00 PM-2:00 PM;<br> <br> <br> |http://maps.google.com/?q=40.8979%2C%20-124.089%20(%22Potawot+Community+Food+Garden%22)|Potawot Community Food Garden|Fresh fruit and vegetables|1600 Weeot Way, Arcata, California|1000128
06/04/2014 to 09/24/2014 Wed: 4:00 PM-7:00 PM;<br> <br> <br> |http://maps.google.com/?q=39.7028033%2C%20-86.4006068%20(%22Plainfield+Chamber+Farmers''+Market%22)|Plainfield Chamber Farmers'''' Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Meat; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products|105 S. East Street, Plainfield, Indiana, 46168|1000129
01/01/2014 to 12/31/2014 Thu: 4:00 PM-6:00 PM;<br> <br> <br> |http://maps.google.com/?q=35.163464%2C%20-85.322198%20(%22Signal+Mountain+Farmers''+Market%22)|Signal Mountain Farmers'''' Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products|2815 Anderson Pike, Signal Mountain, Tennessee, 37377|1000130
 <br> <br> <br> |http://maps.google.com/?q=39.4487%2C%20-75.7183%20(%22Middletown+Farmers+Market%22)|Middletown Farmers Market||Forest Presgyterian Church (parking lot), Middletown, Delaware, 19709|1000131
 <br> <br> <br> |http://maps.google.com/?q=42.7192%2C%20-73.7876%20(%22Farmers+Market+at+the+Crossings%22)|Farmers Market at the Crossings||Crossings Park of Colonie, Albany-Shaker Rd, across from Emerick Lane, Loudonville, New York|1000132
05/17/2014 to 10/25/2014 Sat: 8:00 AM-12:00 PM;<br> <br> <br> |http://maps.google.com/?q=40.58578%2C%20-105.0798%20(%22Larimer+County+Farmers''+Market%22)|Larimer County Farmers'''' Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products; Wine, beer, hard cider|200 W. Oak Street, Fort Collins, Colorado, 80521|1000133
06/04/2014 to 10/08/2014 Wed: 3:30 AM-7:00 PM;<br> <br> <br> |http://maps.google.com/?q=42.028009%2C%20-87.685197%20(%22Ridgeville+Park+District+Farmers+Market%22)|Ridgeville Park District Farmers Market|Baked goods; Eggs; Fresh fruit and vegetables|908 Seward St., Evanston, Illinois, 60202|1000134
 <br> <br> <br> |http://maps.google.com/?q=38.2809%2C%20-95.24%20(%22Garnett+Farmers+Market%22)|Garnett Farmers Market||Downtown Garnett, Garnett, Kansas, 66032|1000135
03/18/2014 to 04/22/2014 Tue: 9:30 AM-1:30 PM;<br>06/03/2014 to 07/29/2014 Tue: 9:30 AM-1:30 PM;<br>09/16/2014 to 10/28/2014 Tue: 9:30 AM-1:30 PM;<br> |http://maps.google.com/?q=33.99696%2C%20-81.02726%20(%22Healthy+Carolina+Farmers+Market%22)|Healthy Carolina Farmers Market|Baked goods; Cheese and/or dairy products; Eggs; Fish and/or seafood; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products|Greene Street between Sumter and Bull Streets, Columbia, South Carolina, 29208|1000136
 <br> <br> <br> |http://maps.google.com/?q=36.2169%2C%20-81.6758%20(%22High+Country+Farmers+Market%22)|High Country Farmers Market||178 King St, Boone, North Carolina, 28607|1000137
05/06/2013 to 11/16/2013 Sat: 7:00 AM-11:00 AM;<br> <br> <br> |http://maps.google.com/?q=33.813512%2C%20-85.760351%20(%22JACKSONVILLE+ALABAMA+FARMERS+MARKET%22)|JACKSONVILLE ALABAMA FARMERS MARKET|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Plants in containers; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs|206 Ladiga St , JACKSONVILLE, Alabama, 36265|1000138
 <br> <br> <br> |http://maps.google.com/?q=30.4422%2C%20-84.2807%20(%22Downtown+Farmers+and+Produce+Market%22)|Downtown Farmers and Produce Market||Monroe Street & Park Avenue, Tallahassee, Florida, 32302|1000140
 <br> <br> <br> |http://maps.google.com/?q=45.71%2C%20-121.516%20(%22Hood+River+Saturday+Market%22)|Hood River Saturday Market||5th and Columbia, Hood River, Oregon, 97031|1000142
04/05/2014 to 10/25/2014 Sat: 7:00 AM-1:00 PM;<br> <br> <br> |http://maps.google.com/?q=35.131957%2C%20-90.060103%20(%22Memphis+Farmers+Market%22)|Memphis Farmers Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fish and/or seafood; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs|Corner of Front Street and GE Patterson, Memphis, Tennessee, 38103|1000143
05/01/2012 to 10/31/2012 <br> <br> <br> |http://maps.google.com/?q=37.6724360%2C%20-82.2767620%20(%22Williamson+Farmers+Market%22)|Williamson Farmers Market||100 East 3rd Ave., Williamson, West Virginia, 25661|1000144
06/21/2014 to 11/01/2014 Sat: 9:00 AM-1:00 PM;<br> <br> <br> |http://maps.google.com/?q=38.067805%2C%20-122.805359%20(%22Point+Reyes+Farmers+Market%22)|Point Reyes Farmers Market|Baked goods; Cheese and/or dairy products; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Prepared foods (for immediate consumption); Soap and/or body care products|11250 State Route 1, Point Reyes Station, California, 94956|1000146
05/17/2014 to 10/25/2014 Sat: 8:00 AM-1:00 PM;<br> <br> <br> |http://maps.google.com/?q=38.861599%2C%20-86.483892%20(%22Bedford+Farmers+Market%22)|Bedford Farmers Market|Baked goods; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Plants in containers; Poultry; Soap and/or body care products; Trees, shrubs|Lawrence Co. Courthouse Square, Bedford, Indiana, 47421|1000148
06/03/2014 to 10/28/2014 Tue: 1:00 PM-6:00 PM;<br> <br> <br> |http://maps.google.com/?q=38.859794%2C%20-86.495211%20(%22Bedford+Farmers+Market%22)|Bedford Farmers Market|Baked goods; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Plants in containers; Soap and/or body care products; Trees, shrubs|17th & Q Streets, Bedford, Indiana, 47421|1000149
